kommun;kommun original;age;metric;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
Øyer;3440 Øyer;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;443700;470100;488400;513900
Øyer;0521 Øyer (-2019);All ages;Average Gross income;187800;202000;212800;225100;231200;243200;274800;255300;280400;303900;298400;309700;323200;335800;351800;362500;380900;389000;402300;421000;437000;0;0;0;0
Øyestad;0920 Øyestad (-1991);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Øygarden;4626 Øygarden;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;491100;536100;545300;584600
Øygarden;1259 Øygarden (1964-2019);All ages;Average Gross income;201600;208700;224900;237600;252600;255200;267700;284200;309400;339300;338700;349500;368600;393100;401800;416300;435000;417100;422700;428700;463600;0;0;0;0
ØystreSlidre;3453 Øystre Slidre;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;458400;491300;501100;527800
ØystreSlidre;0544 Øystre Slidre (-2019);All ages;Average Gross income;189300;206200;217300;233100;232300;251600;293800;260200;284100;304000;309900;320500;331000;350300;360400;373600;388700;397300;417300;437300;452300;0;0;0;0
PorsangerPorsánguPorsanki;5622 Porsanger - Porsángu - Porsanki;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PorsangerPorsánguPorsanki;5436 Porsanger - Porsángu - Porsanki (2020-2023);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;444800;470900;497000;535200
PorsangerPorsánguPorsanki;2020 Porsanger - Porsángu - Porsanki (1964-2019);All ages;Average Gross income;193700;202300;215300;227300;235100;239700;249700;256800;279100;302000;307400;320100;335700;350500;357100;372000;387700;392100;402100;415800;429100;0;0;0;0
Porsgrunn;3806 Porsgrunn (2020-2023);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;470900;512000;518000;551800
Porsgrunn;4001 Porsgrunn;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Porsgrunn;0805 Porsgrunn (-2019);All ages;Average Gross income;208800;222700;235300;249100;255400;261800;278900;281800;306600;332100;336200;344100;358700;373300;383900;394200;410400;414200;424600;441700;459400;0;0;0;0
RaarvihkeRøyrvik;5043 Raarvihke - Røyrvik;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;402900;400500;406900;426200;439000;459800
RaarvihkeRøyrvik;1739 Raarvihke - Røyrvik (1923-2017);All ages;Average Gross income;175100;180500;189900;200100;202000;208900;216900;228800;255000;283600;287700;300900;314500;338300;345000;361800;370100;383000;390700;0;0;0;0;0;0
Råde;3112 Råde;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Råde;3017 Råde (2020-2023);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;468300;504500;481200;523300
Råde;0135 Råde (-2019);All ages;Average Gross income;206100;224600;232500;251800;257600;269900;302300;278800;310700;325900;334600;340300;354700;373500;386500;398400;421100;419800;428300;441800;457600;0;0;0;0
Radøy;1260 Radøy (1964-2019);All ages;Average Gross income;194800;207400;214800;227300;227600;236800;251900;261800;284700;316300;318900;323700;349700;366400;382700;391500;402900;391400;399300;413700;436300;0;0;0;0
Rælingen;3224 Rælingen;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rælingen;3027 Rælingen (2020-2023);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;523000;565500;581600;602800
Rælingen;0228 Rælingen (1929-2019);All ages;Average Gross income;247100;261300;269000;282600;295200;296400;313900;312900;339500;365500;370900;378400;392800;410200;426900;436200;459300;461200;473700;492400;516000;0;0;0;0
Rakkestad;3120 Rakkestad;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rakkestad;3016 Rakkestad (2020-2023);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;444200;477300;498100;528400
Rakkestad;0128 Rakkestad (-2019);All ages;Average Gross income;193400;209100;218100;234300;244900;257500;269000;260400;282800;308500;308700;320200;339600;350400;363200;372600;408600;402500;404000;437400;438900;0;0;0;0
Ramnes;0718 Ramnes (-2001);All ages;Average Gross income;203800;221700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RanaRaane;1833 Rana - Raane;All ages;Average Gross income;196600;206500;215800;228500;238900;243200;256100;257700;281000;312800;311200;325200;341700;354800;368800;380400;401200;401600;414200;430600;449600;460500;490900;512000;553300
Randaberg;1127 Randaberg;All ages;Average Gross income;251700;270100;267800;297400;308700;321000;374600;349800;383200;412600;415000;423500;445900;473900;504500;517000;526300;499100;494100;515600;543200;541300;600200;595700;626700
Rauma;1539 Rauma;All ages;Average Gross income;193600;212200;214500;229300;250900;268800;278900;262800;289700;306400;312600;324200;343300;362000;370100;387300;399500;403400;418900;434900;448600;457700;501700;504400;525100
Re;0716 Re (2002-2019);All ages;Average Gross income;213300;231300;234100;251300;258500;272200;288500;277100;302200;323300;327200;336800;354200;368000;380400;400100;416700;431600;429900;443300;461900;0;0;0;0
Rendalen;3424 Rendalen;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;394500;413900;438200;473700
Rendalen;0432 Rendalen (1965-2019);All ages;Average Gross income;164500;177700;185100;197000;199300;208500;215400;223800;243100;261300;269600;281300;298300;313300;324300;335600;348600;352100;360300;380100;385700;0;0;0;0
Rennebu;5022 Rennebu;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;384900;400900;408900;446400;459200;476400
Rennebu;1635 Rennebu (-2017);All ages;Average Gross income;165500;179100;186700;200000;204300;210700;228500;231800;255000;276500;272300;286100;301600;318500;331500;344900;360100;362700;374700;0;0;0;0;0;0
Rennesøy;1142 Rennesøy (-2019);All ages;Average Gross income;223800;245800;250800;271700;278200;306900;382600;336200;369700;403400;409400;421600;450300;471000;487800;524800;521600;505000;509800;514200;542100;0;0;0;0
Rindal;1567 Rindal (-2018);All ages;Average Gross income;174900;185900;195400;209400;213900;216800;227900;235100;259500;286200;286800;297900;314500;333500;347400;357900;373700;382800;392100;399000;0;0;0;0;0
Rindal;5061 Rindal;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;412800;421800;451400;468700;500500
Ringebu;3439 Ringebu;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;434400;448300;476600;501800
Ringebu;0520 Ringebu (-2019);All ages;Average Gross income;179000;191900;202900;219000;242000;288400;248900;239500;266100;290000;286500;294500;307900;320500;331500;351000;366200;363600;383800;401500;424800;0;0;0;0
Ringerike;3007 Ringerike (2020-2023);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;458900;500500;500000;537900
Ringerike;0601 Ringerike (1964-1976);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ringerike;0605 Ringerike (1977-2019);All ages;Average Gross income;211200;227400;234300;251700;260500;265700;287500;274300;295200;314100;316300;326500;340700;355800;369100;382000;399000;406500;414300;429200;446500;0;0;0;0
Ringerike;3305 Ringerike;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ringsaker;3411 Ringsaker;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;447700;478600;498800;528300
Ringsaker;0412 Ringsaker (-2019);All ages;Average Gross income;189500;202100;211600;226200;235700;240800;250700;255500;279300;300000;302700;310800;327200;342200;354800;366800;385800;393200;406800;422100;439400;0;0;0;0
Risør;4201 Risør;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;431100;478600;486700;508100
Risør;0901 Risør (-2019);All ages;Average Gross income;196500;202200;212400;221400;230000;231300;250000;250600;272900;295000;298500;307500;325600;339400;354700;372000;392300;381800;394800;409500;422300;0;0;0;0
Rissa;1624 Rissa (-2017);All ages;Average Gross income;176400;190000;204800;220400;220600;223900;247700;244400;270200;291600;293900;304700;314300;331500;351100;358400;370000;386400;388900;0;0;0;0;0;0
Roan;5019 Roan (2018-2019);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;420500;423700;0;0;0;0
Roan;1632 Roan (-2017);All ages;Average Gross income;164800;178300;187000;196000;195500;206300;220500;233100;256000;271300;270100;295100;308800;327300;329100;337200;359700;371200;385300;0;0;0;0;0;0
Rødøy;1836 Rødøy;All ages;Average Gross income;161000;169200;187500;190500;192700;198400;219100;224100;253200;276100;279700;297000;323500;334800;341000;356600;376100;373600;387100;403800;433200;453100;465000;492700;528900
Rollag;3051 Rollag (2020-2023);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;444900;466100;480300;504500
Rollag;0632 Rollag (-2019);All ages;Average Gross income;192500;203000;214400;226000;225900;243500;277000;260600;289500;306400;304700;319900;346600;361900;373100;372500;377600;389300;408400;412400;428100;0;0;0;0
Rollag;3336 Rollag;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rolvsøy;0131 Rolvsøy (1911-1993);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rømskog;0121 Rømskog (-2019);All ages;Average Gross income;181200;194600;212600;222400;229700;245400;279900;264900;280800;294400;318000;327800;351700;354900;356000;373200;432900;395500;411200;447400;437200;0;0;0;0
Røros;1640 Røros (-2017);All ages;Average Gross income;190100;203900;211000;224600;230700;244400;269200;256900;281400;303500;304900;317000;329900;350300;361100;371000;383300;387500;402500;0;0;0;0;0;0
RørosRosse;5025 Røros - Rosse;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;412300;431400;443100;480000;490500;521800
Røst;1856 Røst;All ages;Average Gross income;219300;255700;228200;253100;225600;236600;308400;272700;317000;323800;316800;313900;348100;359800;354400;374300;448600;423600;437800;474000;506500;515000;522400;532400;556200
Røyken;0627 Røyken (-2019);All ages;Average Gross income;245900;264700;277200;288200;294000;303400;322600;321000;353000;375700;377500;388500;406600;421400;442300;452100;468600;479900;481100;494500;512700;0;0;0;0
Rygge;0136 Rygge (-2019);All ages;Average Gross income;217500;236100;244400;260800;270700;276100;302000;292500;325400;344100;341300;352000;367500;379300;390900;411300;429800;431700;449500;453200;477500;0;0;0;0
Salangen;5522 Salangen;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Salangen;5417 Salangen (2020-2023);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;409900;449400;462200;500100
Salangen;1921 Salangen (-1976);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Salangen;1923 Salangen (1977-2019);All ages;Average Gross income;185900;186100;200500;212900;220600;223000;233000;242200;271000;286000;288400;299900;307700;313500;317900;329800;341800;364000;372400;391900;413200;0;0;0;0
Saltdal;1840 Saltdal;All ages;Average Gross income;180200;192500;204100;236200;216100;218900;230500;239500;259600;279400;296400;301600;319400;324000;336400;350000;373500;370000;398000;407600;427900;437200;468300;483300;497700
Samnanger;4623 Samnanger;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;454800;481400;501800;536800
Samnanger;1242 Samnanger (1907-2019);All ages;Average Gross income;196600;207000;213900;228400;244700;246700;265600;270700;292400;316500;321500;330500;367600;371100;387000;407100;423100;412400;415000;424800;442400;0;0;0;0
Sandar;0724 Sandar (-1967);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sande;1514 Sande;All ages;Average Gross income;193900;201700;215800;221800;222900;232100;242900;258100;296200;314800;318900;333100;379300;356000;367900;387600;410500;398300;422800;434400;442200;459000;476500;494200;535300
Sandefjord;3804 Sandefjord (2020-2023);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;465500;511600;514800;545400
Sandefjord;3907 Sandefjord;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sandefjord;0706 Sandefjord (-2016);All ages;Average Gross income;217600;235300;240100;258500;272200;277800;306900;284300;311600;332800;331500;338900;357200;372300;387400;397300;422700;418200;0;0;0;0;0;0;0
Sandefjord;0710 Sandefjord (2017-2019);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;417900;434400;453900;0;0;0;0
SandeVestfold;0713 Sande (Vestfold) (-2019);All ages;Average Gross income;217900;239700;242800;264600;272900;280300;318300;285500;310000;335900;331300;343800;360200;379800;391700;406900;435100;437100;441600;461000;490600;0;0;0;0
Sandnes;1102 Sandnes (-2019);All ages;Average Gross income;238400;253000;262300;277900;287000;293300;323900;326900;365300;390900;396500;403900;427100;449800;473500;485700;498300;480100;480700;494200;513200;0;0;0;0
Sandnes;1108 Sandnes;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;523200;571600;581400;613600
Sandøy;1546 Sandøy (-2019);All ages;Average Gross income;212100;230300;237600;250800;280300;282900;504500;296500;326700;352400;355400;368200;392600;421300;435300;457200;478700;467200;474100;498400;519900;0;0;0;0
Sarpsborg;3105 Sarpsborg;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sarpsborg;3003 Sarpsborg (2020-2023);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;434000;470300;480800;509600
Sarpsborg;0102 Sarpsborg (-1991);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sarpsborg;0105 Sarpsborg (1992-2019);All ages;Average Gross income;194800;210400;217700;230500;241500;244200;259400;259100;282200;302000;302800;312700;328100;338800;349800;361600;381400;385700;395800;410000;422100;0;0;0;0
Sauda;1135 Sauda;All ages;Average Gross income;197400;205700;215900;226200;232800;237400;255600;267300;295900;322300;324700;337900;349700;369400;388200;402000;411100;408400;418400;444700;460300;475200;499400;522100;553100
Sauherad;0822 Sauherad (-2019);All ages;Average Gross income;187900;204400;211100;221000;225500;229000;246700;251200;273200;296200;306300;316400;328200;343500;357600;370500;376100;391900;398800;412000;422900;0;0;0;0
Sel;3437 Sel;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;399500;419800;441800;458100
Sel;0517 Sel (1908-2019);All ages;Average Gross income;172800;185600;194900;207200;209800;218800;233700;232600;254300;274000;277900;284000;297500;310100;319200;329700;337800;346800;361700;371900;389300;0;0;0;0
Selbu;5032 Selbu;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;412700;438300;437400;475200;494200;519500
Selbu;1664 Selbu (-2017);All ages;Average Gross income;174600;188800;199100;209700;215800;219800;236700;245700;269200;291800;294100;307700;324000;338000;353900;368800;385300;388700;399400;0;0;0;0;0;0
Selje;1441 Selje (-2019);All ages;Average Gross income;198300;204200;217100;226300;237700;228900;254400;249800;277500;302000;307200;323500;338000;357800;366200;383600;401300;397100;410000;430800;457600;0;0;0;0
Seljord;3820 Seljord (2020-2023);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;447900;486800;504700;523600
Seljord;4022 Seljord;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Seljord;0828 Seljord (-2019);All ages;Average Gross income;189700;201000;210400;228100;237100;240800;262300;250100;276800;307900;301500;314900;337300;348600;361300;370500;401000;396800;408000;422900;444500;0;0;0;0
Sem;0721 Sem (-1987);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Senja;5530 Senja;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Senja;5421 Senja (2020-2023);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;464400;494400;511800;542000
Sigdal;3045 Sigdal (2020-2023);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;472000;520200;517500;535700
Sigdal;0621 Sigdal (-2019);All ages;Average Gross income;191600;253300;220600;288600;238300;253200;295100;270000;294400;314600;311800;325100;343900;359500;371300;386000;442600;412400;421100;438700;452800;0;0;0;0
Sigdal;3332 Sigdal;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Siljan;3812 Siljan (2020-2023);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;449400;487900;508700;546800
Siljan;4010 Siljan;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Siljan;0811 Siljan (-2019);All ages;Average Gross income;202000;214100;225000;239500;247500;250700;265800;274500;292100;310900;314300;321700;341600;353400;364700;374200;393000;404700;410500;432000;445600;0;0;0;0
Sirdal;4228 Sirdal;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;501100;570200;577500;597700
Sirdal;1046 Sirdal (1960-2019);All ages;Average Gross income;202700;216100;228200;248500;248000;266200;337000;289700;331400;344900;360500;367200;392400;399500;426300;453800;449800;469300;482400;487200;498500;0;0;0;0
Skånland;1913 Skånland (1926-2019);All ages;Average Gross income;174800;182400;195700;207600;213600;218900;234800;243000;267900;289800;295100;306800;319900;334000;347800;362300;380300;388900;394200;406000;424200;0;0;0;0
Skaun;5029 Skaun;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;450400;468700;484600;514500;536700;568400
Skaun;1657 Skaun (-2017);All ages;Average Gross income;189400;199200;210800;226300;232100;244100;269200;269000;289600;317300;319500;332600;349700;367900;385900;396500;413100;424100;437200;0;0;0;0;0;0
Skedsmo;0231 Skedsmo (-2019);All ages;Average Gross income;246300;262400;273500;289700;295600;300500;323900;317100;343400;367800;367300;376600;392200;409900;424700;436900;455500;459800;470100;483500;498500;0;0;0;0
Ski;0213 Ski (1931-2019);All ages;Average Gross income;255400;277300;280800;304800;309200;316700;332200;324600;352900;380300;377700;385900;407700;421000;434900;445900;473100;474700;483000;502200;519000;0;0;0;0
Skien;3807 Skien (2020-2023);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;454400;497900;503800;531400
Skien;4003 Skien;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Skien;0806 Skien (-2019);All ages;Average Gross income;206200;219000;228400;246900;253800;258500;276700;273100;295600;317100;321700;331000;345000;359400;370200;383200;398500;405200;412500;427400;442600;0;0;0;0
Skiptvet;3116 Skiptvet;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Skiptvet;3015 Skiptvet (2020-2023);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;449100;488500;500500;529400
Skiptvet;0127 Skiptvet (-2019);All ages;Average Gross income;197400;214800;222500;238700;243200;251700;260700;264500;289100;312000;311400;323500;342400;349100;365000;382800;406700;401900;411300;419800;439200;0;0;0;0
Skjåk;3433 Skjåk;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;408800;441900;466300;499600
Skjåk;0513 Skjåk (-2019);All ages;Average Gross income;168900;179600;189700;202300;210200;221800;244200;239000;258000;274400;281700;293100;311800;321400;337800;355800;366000;367000;375000;391300;412300;0;0;0;0
Skjeberg;0115 Skjeberg (-1991);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Skjerstad;1842 Skjerstad (-2004);All ages;Average Gross income;160600;176300;182800;202000;211800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Skjervøy;5542 Skjervøy;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Skjervøy;5427 Skjervøy (2020-2023);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;441800;461000;479100;504600
Skjervøy;1941 Skjervøy (-2019);All ages;Average Gross income;180900;191000;207100;215300;216000;222200;239000;243000;266700;287500;295000;304100;317400;325500;333400;348000;376500;378200;396100;403900;426800;0;0;0;0
Skodje;1529 Skodje (-2019);All ages;Average Gross income;201000;215900;222000;236300;240700;249900;264700;266600;327300;321100;332700;388100;368500;380500;392900;408500;427100;417200;426800;455400;473800;0;0;0;0
Smøla;1573 Smøla;All ages;Average Gross income;184100;188500;208500;227500;224200;236700;278500;260100;281600;313700;312400;328200;341400;362400;368700;381700;398100;411000;422500;434700;452000;480800;493500;522800;548100
SnåaseSnåsa;5041 Snåase - Snåsa;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;386600;408600;418200;467300;478300;494600
SnåaseSnåsa;1736 Snåase - Snåsa (-2017);All ages;Average Gross income;171100;178800;190400;205100;206000;216600;233800;234100;256200;274600;278700;292500;309500;326800;341400;349100;359900;350900;381100;0;0;0;0;0;0
Snillfjord;5012 Snillfjord (2018-2019);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;443100;457800;0;0;0;0
Snillfjord;1613 Snillfjord (1924-2017);All ages;Average Gross income;169900;179200;194000;205600;202300;217500;229200;233200;258400;286700;282300;292000;313000;332700;349000;366200;380800;397900;422800;0;0;0;0;0;0
Sogndal;4640 Sogndal;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;456000;488500;505000;542000
Sogndal;1420 Sogndal (-2019);All ages;Average Gross income;204400;213400;223100;237500;242400;250400;268300;268800;293000;313500;315000;333300;341000;357700;371000;384600;401900;409100;419900;432100;452800;0;0;0;0
Søgne;1018 Søgne (-2019);All ages;Average Gross income;218900;229200;238900;253500;263400;271700;298800;295300;325500;354000;348200;355500;371800;396100;395600;409800;424900;417100;467800;440500;461700;0;0;0;0
Sokndal;1111 Sokndal;All ages;Average Gross income;196000;208000;219000;231000;234900;237800;255700;265900;293000;315200;317700;333400;354900;373100;393000;407700;425000;416600;428300;432800;452800;473300;506900;527700;551100
Sola;1124 Sola;All ages;Average Gross income;264700;283000;284500;312600;323900;323700;395700;366400;411700;432700;429700;448600;478800;501100;534000;587700;571700;538400;540400;554200;581900;591200;651300;657900;696900
Solund;4636 Solund;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;475000;490300;534300;565000
Solund;1412 Solund (-2019);All ages;Average Gross income;194500;200500;226300;237400;251900;251500;264200;249000;275600;297400;304400;319500;348100;360800;369100;386100;403800;427200;414300;433700;453900;0;0;0;0
Sømna;1812 Sømna;All ages;Average Gross income;171400;179400;190500;203400;203600;212700;225700;235400;259700;276600;281200;296800;315800;328400;359000;359500;368400;381300;389300;407200;422400;438000;498200;489800;511100
SøndreLand;3447 Søndre Land;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;411900;431000;451500;476000
SøndreLand;0536 Søndre Land (-2019);All ages;Average Gross income;178000;187500;198900;212300;215700;221200;236000;238600;260000;277300;282500;287700;303300;312600;322400;330400;345500;354300;365000;389700;402000;0;0;0;0
Songdalen;1017 Songdalen (1964-2019);All ages;Average Gross income;195900;203700;213900;227800;234400;242700;256100;265100;292100;319300;318600;323300;338900;347400;355000;365800;380900;382300;386000;400600;413900;0;0;0;0
SørAurdal;3449 Sør-Aurdal;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;416400;449100;470100;505000
SørAurdal;0540 Sør-Aurdal (-2019);All ages;Average Gross income;176700;194300;201600;214600;215400;223800;257600;240900;260500;280100;284300;292700;309900;322100;334100;351800;353300;365700;379900;388700;404800;0;0;0;0
SørfoldFuolldá;1845 Sørfold - Fuolldá;All ages;Average Gross income;176100;246800;197500;205500;208600;213800;225000;234200;262700;277700;282700;297700;315400;329600;345900;355600;376200;381100;390600;403200;418500;424000;441800;461100;500100
SørFron;3438 Sør-Fron;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;429100;469000;457500;498500
SørFron;0519 Sør-Fron (-2019);All ages;Average Gross income;181900;191500;199000;216300;217900;237100;253000;244600;265200;285800;286200;293200;313300;325000;352900;369500;382500;390000;401400;411900;422000;0;0;0;0
SørOdal;3415 Sør-Odal;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;443200;477700;489600;524800
SørOdal;0419 Sør-Odal (-2019);All ages;Average Gross income;196800;212500;222200;235100;243800;251000;259800;256400;283100;304100;300100;311400;328000;339300;355600;369200;387500;388600;399800;414100;429900;0;0;0;0
Sørøysund;2016 Sørøysund (-1991);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sørreisa;5526 Sørreisa;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sørreisa;5419 Sørreisa (2020-2023);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;449200;480600;495300;519400
Sørreisa;1925 Sørreisa (-2019);All ages;Average Gross income;188600;204500;214000;226500;243800;246700;272200;260200;281100;302900;310900;319200;340800;355700;362100;376700;404500;398900;409700;421700;440000;0;0;0;0
SortlandSuortá;1870 Sortland - Suortá;All ages;Average Gross income;192300;207200;215200;228800;243700;252400;276700;272400;284700;308600;314500;325200;343000;351000;364400;381300;403400;404200;419000;432700;454200;465200;520100;503700;538000
Sørum;0226 Sørum (-2019);All ages;Average Gross income;250700;254400;261100;275600;307600;292200;319700;311100;336400;359300;359600;372700;389900;411600;427800;432900;453000;457900;467100;487500;504100;0;0;0;0
