HändelseID,Individ,Fynddatum,Undersökt,Undersökt datum,Datum mottaget,Skada på,Ange vad som skadats,Ras,Ange ras,"Skadedatum, från","Skadedatum, till",Osäkert skadedatum,Antal döda under 1 år,Antal avlivade under 1 år,Antal skadade under 1 år,Antal saknade under 1 år,Antal döda 1 till 2 år,Antal avlivade 1 till 2 år,Antal skadade 1 till 2 år,Antal saknade 1 till 2 år,Antal döda över 2 år,Antal avlivade över 2 år,Antal skadade över 2 år,Antal saknade över 2 år,Antal döda körren,Antal avlivade körren,Antal skadade körren,Antal saknade körren,Skadeomfattning antal (inte djur),Skadeorsak,Ange skadeorsak,Betestyp,Kontrolltyp,Bedömning,KommunID,Fyndplats,Nord (UTM33/SWEREF99 TM),Öst (UTM33/SWEREF99 TM),Nord (RT90),Öst (RT90),Koordinatsystem,Platskvalitet,Godkänd datum,Visa publikt,Uppgifterna tillgängliga från,Låst,Låst datum,Senast sparad datum,Kommunenummer,Kommune,Fylkenummer,Fylke
V448168,,2013.05.05,Nej,2013.05.05,2013.05.05,Ren,,,,2013.05.04,2013.05.04,Nej,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,Bete utan stängsel,Fältkontroll - LST,Bedömd som säker,2-2039,Storbäcken,6887923,369031,6891942,1326964,RT90,Mycket bra,2013.06.03,Ja,,Nej,,2013.06.03,2-2039,Älvdalen (S),2-20,Dalarnas län (S)
V448169,,2013.05.05,Nej,2013.05.05,2013.05.05,Ren,,,,2013.05.04,2013.05.04,Nej,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,Bete utan stängsel,Fältkontroll - LST,Bedömd som säker,2-2039,Storbäcken,6886170,369492,6890183,1327404,RT90,Mycket bra,2013.06.03,Ja,,Nej,,2013.06.03,2-2039,Älvdalen (S),2-20,Dalarnas län (S)
V448170,,2013.05.05,Nej,2013.05.05,2013.05.05,Ren,,,,2013.05.04,2013.05.04,Nej,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,Bete utan stängsel,Fältkontroll - LST,Bedömd som säker,2-2039,Storbäcken,6887170,368762,6891192,1326686,RT90,Mycket bra,2013.06.03,Ja,,Nej,,2013.06.03,2-2039,Älvdalen (S),2-20,Dalarnas län (S)
V448171,,2013.05.05,Nej,2013.05.05,2013.05.05,Ren,,,,2013.05.04,2013.05.04,Nej,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,Bete utan stängsel,Fältkontroll - LST,Bedömd som säker,2-2039,Storbäcken,6887187,369812,6891196,1327736,RT90,Mycket bra,2013.06.03,Ja,,Nej,,2013.06.03,2-2039,Älvdalen (S),2-20,Dalarnas län (S)
V448172,,2013.05.05,Nej,2013.05.05,2013.05.05,Ren,,,,2013.05.04,2013.05.04,Nej,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,Bete utan stängsel,Fältkontroll - LST,Bedömd som säker,2-2039,Storbäcken,6886661,370969,6890655,1328887,RT90,Mycket bra,2013.06.03,Ja,,Nej,,2013.06.03,2-2039,Älvdalen (S),2-20,Dalarnas län (S)
V450354,,2013.07.25,Ja,2013.07.27,2013.07.26,Får,,,,2013.07.25,2013.07.25,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Dokumenterad,2-2482,Södra Stensjön,7220064,787541,7218896,1749777,SWEREF99 TM,Exakt,2013.07.29,Nej,,Nej,,2013.08.12,2-2482,Skellefteå (S),2-24,Västerbottens län (S)
V453608,,2013.11.07,Ja,2013.11.07,2013.11.07,Ren,,,,2013.11.07,2013.11.07,Nej,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,Bete utan stängsel,Fältkontroll - LST,Dokumenterad,2-2039,Norr om Stovallåsen,6886249,386039,6890056,1343959,RT90,Exakt,2013.11.12,Ja,,Nej,,2013.11.12,2-2039,Älvdalen (S),2-20,Dalarnas län (S)
V453656,,2013.11.26,Ja,2013.11.26,,Ren,,,,2013.11.22,2013.11.22,Nej,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,Bete utan stängsel,Fältkontroll - LST,Dokumenterad,2-2305,Torringen,6950778,539517,6952695,1498302,RT90,Mycket bra,2013.11.26,Ja,,Nej,,2013.11.27,2-2305,Bräcke (S),2-23,Jämtlands län (S)
V453658,,2013.11.27,Ja,2013.11.27,,Ren,,,,2013.11.24,2013.11.24,Ja,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,Bete utan stängsel,Fältkontroll - LST,Dokumenterad,2-2305,Torringen,6951496,538418,6953427,1497212,RT90,Mycket bra,2013.11.27,Ja,,Nej,,2013.11.27,2-2305,Bräcke (S),2-23,Jämtlands län (S)
V453760,,2013.11.30,Ja,2013.11.30,,Ren,,,,2013.11.30,2013.11.30,Nej,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,Inmark (endast Norge),Fältkontroll - LST,Dokumenterad,2-2039,Gudmundsåsen,6859643,389517,6863394,1347108,RT90,Mycket bra,2013.12.13,Ja,,Nej,,2013.12.13,2-2039,Älvdalen (S),2-20,Dalarnas län (S)
V453794,,2013.12.19,Ja,2013.12.19,2013.12.19,Ren,,,,2013.12.19,2013.12.19,Ja,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,Bete utan stängsel,Fältkontroll - LST,Dokumenterad,2-2284,,7057421,621376,7058338,1581523,RT90,Exakt,2013.12.25,Ja,,Nej,,2013.12.25,2-2284,Örnsköldsvik (S),2-22,Västernorrlands län (S)
V453795,,2013.12.23,Ja,,,Ren,,,,2013.12.22,2013.12.22,Nej,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,Bete utan stängsel,Fältkontroll - LST,Dokumenterad,2-2283,,7027992,573691,7029502,1533455,RT90,Exakt,2013.12.25,Ja,,Nej,,2013.12.25,2-2283,Sollefteå (S),2-22,Västernorrlands län (S)
V453796,,2013.12.21,Ja,2013.12.21,2013.12.21,Ren,,,,2013.12.20,2013.12.20,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,Bete utan stängsel,Fältkontroll - LST,Dokumenterad,2-2283,,7086387,589831,7087709,1550336,RT90,Exakt,2013.12.25,Ja,,Nej,,2013.12.25,2-2283,Sollefteå (S),2-22,Västernorrlands län (S)
V453868,,2014.01.05,Ja,2014.01.06,2014.01.05,Ren,,,,2014.01.04,2014.01.04,Nej,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,Bete utan stängsel,Fältkontroll - LST,Dokumenterad,2-2283,,7085698,611536,7086746,1572037,RT90,Exakt,2014.01.06,Ja,,Nej,,2014.01.06,2-2283,Sollefteå (S),2-22,Västernorrlands län (S)
V453869,,2014.01.06,Ja,2014.01.06,,Ren,,,,2014.01.05,2014.01.05,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,Bete utan stängsel,Fältkontroll - LST,Dokumenterad,2-2283,Hällbymagasinet,7085424,611876,7086467,1572374,RT90,Exakt,2014.01.06,Ja,,Nej,,2014.01.06,2-2283,Sollefteå (S),2-22,Västernorrlands län (S)
V453870,,2014.01.06,Ja,2014.01.06,,Ren,,,,2014.01.05,2014.01.05,Nej,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,Bete utan stängsel,Fältkontroll - LST,Dokumenterad,2-2283,Hällbydammen,7085787,613252,7086813,1573755,RT90,Exakt,2014.01.06,Ja,,Nej,,2014.01.06,2-2283,Sollefteå (S),2-22,Västernorrlands län (S)
V453878,,2014.01.05,Ja,2014.01.06,2014.01.05,Ren,,,,2014.01.05,2014.01.05,Nej,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Varg,,Bete utan stängsel,Fältkontroll - LST,Bedömd som säker,2-2039,Rassakufjäll,6822634,422387,6825961,1379534,RT90,Exakt,2014.01.07,Ja,,Nej,,2014.01.07,2-2039,Älvdalen (S),2-20,Dalarnas län (S)
V453879,,2014.01.06,Ja,2014.01.06,2014.01.06,Ren,,,,2014.01.06,2014.01.06,Nej,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Varg,,Bete utan stängsel,Fältkontroll - LST,Bedömd som säker,2-2039,Rassakufjäll,6822529,423968,6825836,1381115,RT90,Exakt,2014.01.07,Ja,,Nej,,2014.01.15,2-2039,Älvdalen (S),2-20,Dalarnas län (S)
V453928,,2014.01.09,Ja,2014.01.09,,Ren,,,,2014.01.09,2014.01.09,Ja,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,Bete utan stängsel,Fältkontroll - LST,Bedömd som säker,2-2039,,6826194,419436,6829559,1376626,RT90,Exakt,2014.01.09,Ja,,Nej,,2014.01.10,2-2039,Älvdalen (S),2-20,Dalarnas län (S)
V453982,,2014.01.14,Ja,2014.01.15,2014.01.14,Ren,,,,2014.01.14,2014.01.14,Nej,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,Bete utan stängsel,Fältkontroll - LST,Bedömd som säker,2-2039,Fonotjärnåsen,6827158,419934,6830517,1377136,WGS84-UTM Zon 33,Mycket bra,2014.01.15,Ja,,Nej,,2014.01.15,2-2039,Älvdalen (S),2-20,Dalarnas län (S)
V454257,,2014.02.03,Ja,2014.02.04,2014.02.03,Ren,,,,2014.02.02,2014.02.02,Nej,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,Bete utan stängsel,Fältkontroll - LST,Dokumenterad,2-2283,Åkerbränna,7088441,595983,7089686,1556515,RT90,Exakt,2014.02.04,Ja,,Nej,,2014.02.04,2-2283,Sollefteå (S),2-22,Västernorrlands län (S)
V454338,,2014.02.10,Ja,2014.02.10,,Ren,,,,2014.02.10,2014.02.10,Nej,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,Bete utan stängsel,Fältkontroll - LST,Dokumenterad,2-2283,Rosjön,7069036,603371,7070183,1563660,RT90,Mindre bra,2014.02.10,Ja,,Nej,,2014.02.10,2-2283,Sollefteå (S),2-22,Västernorrlands län (S)
V454351,,2014.02.11,Ja,2014.02.11,2014.02.11,Ren,,,,2014.02.11,2014.02.11,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,Bete utan stängsel,Fältkontroll - LST,Dokumenterad,2-2283,,7084779,606644,7085888,1567133,RT90,Exakt,2014.02.11,Ja,,Nej,,2014.02.11,2-2283,Sollefteå (S),2-22,Västernorrlands län (S)
V454397,,2014.02.11,Ja,2014.02.12,2014.02.12,Ren,,,,2014.02.11,2014.02.11,Ja,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,Inmark (endast Norge),Fältkontroll - LST,Dokumenterad,2-2481,Bjurlund,7202897,666156,7203276,1628157,RT90,Exakt,2014.02.13,Nej,,Nej,,2014.02.17,2-2481,Lycksele (S),2-24,Västerbottens län (S)
V454416,,2014.02.12,Ja,2014.02.12,2014.02.12,Ren,,,,2014.02.12,2014.02.12,Ja,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,Bete utan stängsel,Fältkontroll - LST,Dokumenterad,2-2481,,7200973,663600,7201384,1625576,RT90,Exakt,2014.02.12,Nej,,Nej,,2014.02.17,2-2481,Lycksele (S),2-24,Västerbottens län (S)
V454423,,2014.02.07,Ja,,,Ren,,,,2014.02.05,2014.02.05,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,Inmark (endast Norge),Fältkontroll - LST,Dokumenterad,2-2481,,7189972,652773,7190519,1614607,RT90,Exakt,2014.02.17,Nej,,Nej,,2014.02.17,2-2481,Lycksele (S),2-24,Västerbottens län (S)
V454729,,2014.03.09,Ja,2014.03.10,,Ren,,,,2014.03.08,2014.03.08,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,Bete utan stängsel,Fältkontroll - LST,Dokumenterad,2-2409,Åkullsjön,7136469,765886,7135570,1727056,SWEREF99 TM,Mindre bra,2014.03.10,Ja,,Nej,,2014.03.12,2-2409,Robertsfors (S),2-24,Västerbottens län (S)
V454730,,2014.03.09,Ja,2014.03.10,,Ren,,,,2014.03.07,2014.03.07,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,Bete utan stängsel,Fältkontroll - LST,Dokumenterad,2-2409,Åkullsjön,7136221,766127,7135319,1727294,SWEREF99 TM,Mindre bra,2014.03.10,Ja,,Nej,,2014.03.12,2-2409,Robertsfors (S),2-24,Västerbottens län (S)
V454788,,2014.03.18,Ja,2014.03.18,2014.03.18,Ren,,,,2014.03.18,2014.03.18,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,Bete utan stängsel,Fältkontroll - LST,Dokumenterad,2-2283,,7026339,570918,7027884,1530660,RT90,Exakt,2014.03.18,Ja,,Nej,,2014.03.18,2-2283,Sollefteå (S),2-22,Västernorrlands län (S)
V454798,,2014.03.18,Ja,2014.03.19,2014.03.18,Ren,,,,2014.03.18,2014.03.18,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,Bete utan stängsel,Fältkontroll - LST,Dokumenterad,2-2482,Älgliden,7221400,730313,7220963,1692560,SWEREF99 TM,Exakt,2014.03.21,Ja,,Nej,,2014.03.21,2-2482,Skellefteå (S),2-24,Västerbottens län (S)
V459645,,2014.09.21,Nej,,2014.09.21,Ren,,,,2014.09.19,2014.09.19,Nej,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,Bete utan stängsel,Fältkontroll - LST,Bedömd som säker,2-2326,Påltjärn,6975237,433355,6978492,1392408,WGS84-UTM Zon 33,Mycket bra,2014.09.21,Ja,,Nej,,2014.09.21,2-2326,Berg (S),2-23,Jämtlands län (S)
V459646,,2014.09.21,Nej,,2014.09.21,Ren,,,,2014.09.20,2014.09.20,Nej,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,Bete utan stängsel,Fältkontroll - LST,Bedömd som säker,2-2326,Galån,6978484,437788,6981685,1396884,WGS84-UTM Zon 33,Mycket bra,2014.09.21,Ja,,Nej,,2014.09.21,2-2326,Berg (S),2-23,Jämtlands län (S)
V459905,,2014.09.04,Nej,,,Ren,,,,2014.09.04,2014.09.04,Ja,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,Bete utan stängsel,Fältkontroll - LST,Bedömd som säker,2-2326,,6971238,439078,6974419,1398083,WGS84-UTM Zon 33,Mindre bra,2014.09.30,Ja,,Nej,,2014.09.30,2-2326,Berg (S),2-23,Jämtlands län (S)
V459906,,2014.09.04,Nej,,,Ren,,,,2014.09.04,2014.09.04,Ja,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,Bete utan stängsel,Fältkontroll - LST,Bedömd som säker,2-2326,,6973735,436222,6976953,1395257,WGS84-UTM Zon 33,Mindre bra,2014.09.30,Ja,,Nej,,2014.09.30,2-2326,Berg (S),2-23,Jämtlands län (S)
V459907,,2014.09.04,Ja,,,Ren,,,,2014.09.04,2014.09.04,Ja,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,Bete utan stängsel,Fältkontroll - LST,Bedömd som säker,2-2326,,6973798,436328,6977015,1395364,WGS84-UTM Zon 33,Mindre bra,2014.09.30,Ja,,Nej,,2014.09.30,2-2326,Berg (S),2-23,Jämtlands län (S)
V459908,,2014.09.02,Ja,,,Ren,,,,2014.09.02,2014.09.02,Ja,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,Bete utan stängsel,Fältkontroll - LST,Osäker,2-2326,,6974769,434982,6978003,1394030,WGS84-UTM Zon 33,Mindre bra,2014.09.30,Ja,,Nej,,2014.09.30,2-2326,Berg (S),2-23,Jämtlands län (S)
V459909,,2014.09.02,Nej,,,Ren,,,,2014.09.02,2014.09.02,Ja,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,Bete utan stängsel,Fältkontroll - LST,Osäker,2-2326,,6975290,434466,6978531,1393520,WGS84-UTM Zon 33,Mindre bra,2014.09.30,Ja,,Nej,,2014.09.30,2-2326,Berg (S),2-23,Jämtlands län (S)
V459910,,2014.09.17,Nej,,,Ren,,,,2014.09.17,2014.09.17,Ja,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,Bete utan stängsel,Fältkontroll - LST,Bedömd som säker,2-2326,,6975023,433220,6978279,1392270,WGS84-UTM Zon 33,Mindre bra,2014.09.30,Ja,,Nej,,2014.09.30,2-2326,Berg (S),2-23,Jämtlands län (S)
V459911,,2014.09.18,Ja,,,Ren,,,,2014.09.18,2014.09.18,Ja,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,Bete utan stängsel,Fältkontroll - LST,Bedömd som säker,2-2326,,6968668,436508,6971881,1395480,WGS84-UTM Zon 33,Mindre bra,2014.09.30,Ja,,Nej,,2014.09.30,2-2326,Berg (S),2-23,Jämtlands län (S)
V459912,,2014.09.18,Ja,,,Ren,,,,2014.09.18,2014.09.18,Ja,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,Bete utan stängsel,Fältkontroll - LST,Bedömd som säker,2-2326,,6976157,442357,6979299,1401425,WGS84-UTM Zon 33,Mindre bra,2014.09.30,Ja,,Nej,,2014.09.30,2-2326,Berg (S),2-23,Jämtlands län (S)
V460025,,2014.10.05,Ja,2014.10.05,2014.10.05,Ren,,,,2014.10.04,2014.10.04,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,Bete utan stängsel,Fältkontroll - LST,Bedömd som säker,2-2326,,6964134,437289,6967335,1396204,RT90,Exakt,2014.10.05,Ja,,Nej,,2014.10.05,2-2326,Berg (S),2-23,Jämtlands län (S)
V460046,,2014.10.05,Ja,2014.10.05,2014.10.07,Ren,,,,2014.10.04,2014.10.04,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,Bete utan stängsel,Fältkontroll - LST,Osäker,2-2326,Bjurkällan,6974601,443713,6977726,1402762,RT90,Mindre bra,2014.10.07,Ja,,Nej,,2014.10.07,2-2326,Berg (S),2-23,Jämtlands län (S)
V460182,,2014.10.12,Nej,,2014.10.13,Ren,,,,2014.10.11,2014.10.11,Nej,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,Bete utan stängsel,Fältkontroll - LST,Bedömd som säker,2-2326,Arån söder Glen,6976920,431427,6980200,1390500,RT90,Mycket bra,2014.10.13,Ja,,Nej,,2014.10.13,2-2326,Berg (S),2-23,Jämtlands län (S)
V460347,,2014.10.24,Ja,2014.10.24,,Ren,,,,2014.10.23,2014.10.23,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,Bete utan stängsel,Fältkontroll - LST,Dokumenterad,2-2326,Svedulandet,6958976,426325,6962312,1385171,RT90,Mindre bra,2014.10.24,Ja,,Nej,,2014.10.24,2-2326,Berg (S),2-23,Jämtlands län (S)
V460546,,2014.11.05,Nej,,2014.11.05,Ren,,,,2014.11.05,2014.11.05,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,Bete utan stängsel,Fältkontroll - LST,Dokumenterad,2-2326,Aloppan,6954192,438131,6957378,1396922,WGS84-UTM Zon 33,Mindre bra,2014.11.05,Ja,,Nej,,2014.11.05,2-2326,Berg (S),2-23,Jämtlands län (S)
V460564,,2014.11.07,Ja,2014.11.06,2014.11.06,Annat djur,Bäver,,,2014.11.07,2014.11.07,Nej,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,Bete utan stängsel,Fältkontroll - LST,Dokumenterad,2-2283,,7022495,564320,7024122,1524012,RT90,Mycket bra,2014.11.07,Nej,,Nej,,2014.11.07,2-2283,Sollefteå (S),2-22,Västernorrlands län (S)
V460638,,2014.11.19,Ja,2014.11.19,,Ren,,,,2014.11.16,2014.11.16,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,Bete utan stängsel,Fältkontroll - LST,Dokumenterad,2-2518,Puhkuri,7377083,881776,7374710,1846033,RT90,Mindre bra,2014.11.20,Nej,,Nej,,2014.11.20,2-2518,Övertorneå (S),2-25,Norrbottens län (S)
V460681,,2014.12.04,Ja,,,Ren,,,,2014.12.02,2014.12.02,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,Inmark (endast Norge),Fältkontroll - LST,Dokumenterad,2-2510,,7411918,702861,7411861,1667554,RT90,Mindre bra,2014.12.05,Ja,,Nej,,2014.12.05,2-2510,Jokkmokk (S),2-25,Norrbottens län (S)
V461672,,2015.03.29,Ja,,2015.03.29,Ren,,,,2015.03.29,2015.03.29,Nej,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,Bete utan stängsel,Fältkontroll - LST,Dokumenterad,2-2326,Kvarnsjö,6934242,468409,6937042,1426963,RT90,Exakt,2015.03.29,Ja,,Nej,,2015.03.29,2-2326,Berg (S),2-23,Jämtlands län (S)
V461673,,2015.03.29,Ja,,,Ren,,,,2015.03.29,2015.03.29,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,Bete utan stängsel,Fältkontroll - LST,Dokumenterad,2-2326,Kvarnsjö,6932655,468958,6935447,1427492,RT90,Exakt,2015.03.29,Ja,,Nej,,2015.03.29,2-2326,Berg (S),2-23,Jämtlands län (S)
V466918,,2016.01.02,Ja,2016.01.02,,Jakthund,,Annan,Gråhund,2016.01.02,2016.01.02,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-2083,Långmora,6701901,553201,6703573,1508909,RT90,Mycket bra,2016.01.03,Nej,,Ja,2017.12.18,2016.02.11,2-2083,Hedemora (S),2-20,Dalarnas län (S)
V466973,,2016.01.04,Ja,2016.01.04,,Jakthund,,Annan,Drever,2016.01.04,2016.01.04,Nej,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Dokumenterad,2-1460,,6569302,341613,6573495,1295619,WGS84-UTM Zon 33,Mindre bra,2016.01.09,Nej,,Ja,2017.12.18,2016.01.11,2-1460,Bengtsfors (S),2-14,Västra Götalands län (S)
V467013,,2016.01.09,Ja,2016.01.10,,Jakthund,,Annan,Jämthund,2016.01.09,2016.01.09,Nej,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Dokumenterad,2-1763,Lundbyberget,6618994,422010,6622236,1376658,RT90,Mycket bra,2016.01.14,Nej,,Ja,2017.12.18,2016.01.18,2-1763,Forshaga (S),2-17,Värmlands län (S)
V467031,,2016.01.17,Ja,2016.01.17,,Ren,,,,2016.01.17,2016.01.17,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Dokumenterad,2-2513,Linkavaara,7429633,817090,7428099,1782026,WGS84-UTM Zon 33,Mindre bra,2016.01.17,Nej,,Nej,,2016.01.17,2-2513,Överkalix (S),2-25,Norrbottens län (S)
V467063,,2016.01.18,Ja,2016.01.18,,Ren,,,,2016.01.18,2016.01.18,Nej,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Dokumenterad,2-2523,,7431977,811567,7430514,1776533,RT90,Mindre bra,2016.01.19,Nej,,Nej,,2016.01.19,2-2523,Gällivare (S),2-25,Norrbottens län (S)
V467106,,2016.01.26,Ja,2016.01.26,,Ren,,,,2016.01.25,2016.01.26,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Dokumenterad,2-2361,Rosången,6911837,493565,6914315,1451849,RT90,Exakt,2016.01.26,Ja,,Nej,,2016.01.26,2-2361,Härjedalen (S),2-23,Jämtlands län (S)
V467107,,2016.01.26,Ja,2016.01.26,,Ren,,,,2016.01.25,2016.01.26,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Dokumenterad,2-2361,Rosången,6911644,493592,6914121,1451873,RT90,Exakt,2016.01.26,Ja,,Nej,,2016.01.26,2-2361,Härjedalen (S),2-23,Jämtlands län (S)
V467137,,2016.01.29,Nej,,2016.01.29,Ren,,,,2016.01.29,2016.01.29,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,,Intervju/brev,Bedömd som säker,2-2034,Rosången,6813552,490352,6816034,1447414,RT90,Mycket bra,2016.01.29,Ja,,Nej,,2016.01.29,2-2034,Orsa (S),2-20,Dalarnas län (S)
V467154,,2016.01.31,Nej,,2016.01.31,Ren,,,,2016.01.31,2016.01.31,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,,Intervju/brev,Bedömd som säker,2-2361,Rosången,6909738,489824,6912261,1448080,RT90,Exakt,2016.01.31,Ja,,Nej,,2016.01.31,2-2361,Härjedalen (S),2-23,Jämtlands län (S)
V467196,,2016.02.04,Ja,2016.02.04,,Ren,,,,2016.02.01,2016.02.04,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Dokumenterad,2-2326,"Brötbäcken,Dalåsbodarna",6967552,455681,6970524,1414647,RT90,Exakt,2016.02.04,Ja,,Nej,,2016.02.04,2-2326,Berg (S),2-23,Jämtlands län (S)
V467197,,2016.02.04,Ja,2016.02.04,,Ren,,,,2016.02.01,2016.02.04,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Dokumenterad,2-2326,"Brötbäcken,Dalåsbodarna",6967552,455681,6970524,1414647,RT90,Exakt,2016.02.04,Ja,,Nej,,2016.02.04,2-2326,Berg (S),2-23,Jämtlands län (S)
V467203,,2016.02.04,Nej,,2016.02.04,Ren,,,,2016.02.02,2016.02.02,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,,Intervju/brev,Bedömd som säker,2-2361,Rosången,6915933,488274,6918478,1446607,RT90,Mindre bra,2016.02.04,Ja,,Nej,,2016.02.04,2-2361,Härjedalen (S),2-23,Jämtlands län (S)
V467204,,2016.02.02,Ja,2016.02.02,,Ren,,,,2016.02.02,2016.02.02,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Dokumenterad,2-2260,Djuphorten,6917883,495003,6920345,1453362,RT90,Exakt,2016.02.04,Ja,,Nej,,2016.02.04,2-2260,Ånge (S),2-22,Västernorrlands län (S)
V467205,,2016.02.02,Nej,,2016.02.02,Ren,,,,2016.01.27,2016.01.31,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,,Intervju/brev,Bedömd som säker,2-2361,Rosången,6912228,493266,6914709,1451554,RT90,Exakt,2016.02.04,Ja,,Nej,,2016.02.04,2-2361,Härjedalen (S),2-23,Jämtlands län (S)
V467257,,2016.02.05,Nej,,2016.02.05,Ren,,,,2016.02.04,2016.02.05,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Dokumenterad,2-2361,Stor-Härjåvallen,6861239,418631,6864629,1376255,SWEREF99 TM,Exakt,2016.02.08,Ja,,Nej,,2016.02.08,2-2361,Härjedalen (S),2-23,Jämtlands län (S)
